,ind_engaj
7338488,1.0
7338490,1.0
7338491,1.0
7338494,1.0
7338496,0.0
7338504,1.0
7338511,1.0
7338518,0.0
7338519,0.0
7338521,1.0
7338533,1.0
7338535,1.0
7338539,1.0
7338540,0.0
7338541,1.0
7338544,1.0
7338547,0.0
7338548,1.0
7338560,0.0
7338564,1.0
7338569,1.0
7338572,0.0
7338573,1.0
7338574,0.0
7338582,1.0
7338590,1.0
7338598,1.0
7338610,1.0
7338611,0.0
7338615,0.0
7338617,1.0
7338624,0.0
7338628,1.0
7338629,0.0
7338631,0.0
7338635,1.0
7338637,1.0
7338640,1.0
7338654,1.0
7338664,0.0
7338671,0.0
7338677,0.0
7338694,0.0
7338702,0.0
7338705,0.0
7338712,0.0
7338716,1.0
7338725,1.0
7338727,1.0
7338728,1.0
7338733,0.0
7338742,1.0
7338745,0.0
7338746,1.0
7338749,0.0
7338751,0.0
7338757,0.0
7338758,0.0
7338766,0.0
7338768,1.0
7338771,1.0
7338775,0.0
7338787,1.0
7338800,1.0
7338803,0.0
7338808,1.0
7338809,1.0
7338822,0.0
7338826,0.0
7338827,0.0
7338828,0.0
7338830,0.0
7338839,0.0
7338840,0.0
7338844,1.0
7338847,0.0
7338861,0.0
7338864,0.0
7338872,0.0
7338877,1.0
7338880,0.0
7338881,1.0
7338886,1.0
7338888,0.0
7338894,0.0
7338895,1.0
7338897,1.0
7338899,0.0
7338900,1.0
7338908,1.0
7338916,1.0
7338918,1.0
7338932,1.0
7338935,1.0
7338938,1.0
7338939,0.0
7338952,0.0
7338957,0.0
7338963,0.0
7338964,1.0
7338968,0.0
7338969,1.0
7338973,0.0
7338976,1.0
7338980,1.0
7338989,0.0
7338990,0.0
7338992,1.0
7338994,1.0
7338996,1.0
7339000,0.0
7339010,1.0
7339016,1.0
7339017,1.0
7339018,1.0
7339023,1.0
7339025,1.0
7339026,1.0
7339035,0.0
7339041,1.0
7339045,1.0
7339046,0.0
7339053,1.0
7339058,0.0
7339062,0.0
7339067,1.0
7339068,0.0
7339074,1.0
7339077,0.0
7339079,0.0
7339081,0.0
7339086,1.0
7339088,1.0
7339098,1.0
7339100,1.0
7339102,0.0
7339111,0.0
7339116,1.0
7339122,1.0
7339126,0.0
7339128,0.0
7339133,1.0
7339136,0.0
7339137,1.0
7339140,1.0
7339145,0.0
7339146,1.0
7339152,0.0
7339160,0.0
7339163,1.0
7339164,1.0
7339171,0.0
7339176,1.0
7339178,0.0
7339185,0.0
7339186,0.0
7339188,0.0
7339193,0.0
7339198,1.0
7339201,0.0
7339216,0.0
7339233,0.0
7339249,1.0
7339250,0.0
7339251,1.0
7339252,1.0
7339253,1.0
7339255,0.0
7339258,1.0
7339263,0.0
7339273,1.0
7339276,0.0
7339279,0.0
7339280,1.0
7339282,1.0
7339286,1.0
7339288,1.0
7339293,0.0
7339295,1.0
7339299,0.0
7339301,1.0
7339305,1.0
7339314,1.0
7339319,1.0
7339329,1.0
7339330,1.0
7339341,1.0
7339345,1.0
7339348,1.0
7339356,0.0
7339357,0.0
7339361,1.0
7339363,1.0
7339370,0.0
7339380,0.0
7339383,1.0
7339386,0.0
7339389,0.0
7339396,1.0
7339406,0.0
7339420,1.0
7339423,0.0
7339425,0.0
7339426,1.0
7339431,0.0
7339434,0.0
7339437,0.0
7339438,1.0
7339441,1.0
7339448,0.0
7339449,0.0
7339458,0.0
7339460,0.0
7339462,1.0
7339465,0.0
7339467,0.0
7339474,0.0
7339478,1.0
7339480,0.0
7339492,1.0
7339500,0.0
7339501,0.0
7339507,1.0
7339513,1.0
7339516,0.0
7339518,1.0
7339527,1.0
7339529,1.0
7339531,0.0
7339532,0.0
7339554,1.0
7339555,1.0
7339558,1.0
7339560,0.0
7339568,0.0
7339570,0.0
7339572,1.0
7339574,1.0
7339577,0.0
7339588,1.0
7339596,0.0
7339601,0.0
7339602,0.0
7339611,0.0
7339619,0.0
7339621,1.0
7339622,0.0
7339625,1.0
7339636,1.0
7339642,0.0
7339644,1.0
7339645,1.0
7339647,0.0
7339650,0.0
7339651,1.0
7339658,0.0
7339662,1.0
7339665,0.0
7339666,1.0
7339668,1.0
7339680,1.0
7339683,1.0
7339684,1.0
7339690,0.0
7339691,1.0
7339696,1.0
7339697,0.0
7339700,1.0
7339705,1.0
7339706,1.0
7339713,0.0
7339714,1.0
7339715,0.0
7339720,0.0
7339722,1.0
7339724,0.0
7339726,1.0
7339731,1.0
7339734,0.0
7339744,1.0
7339751,1.0
7339753,1.0
7339757,0.0
7339760,1.0
7339772,1.0
7339773,0.0
7339776,1.0
7339777,0.0
7339786,0.0
7339790,0.0
7339800,1.0
7339801,1.0
7339802,0.0
7339803,0.0
7339809,0.0
7339816,0.0
7339821,0.0
7339822,1.0
7339829,1.0
7339831,1.0
7339833,1.0
7339843,1.0
7339847,1.0
7339852,0.0
7339853,0.0
7339855,0.0
7339859,0.0
7339862,0.0
7339868,1.0
7339876,1.0
7339877,1.0
7339878,1.0
7339884,0.0
7339885,1.0
7339887,1.0
7339888,1.0
7339892,0.0
7339896,1.0
7339903,0.0
7339914,1.0
7339915,1.0
7339919,1.0
7339920,0.0
7339924,1.0
7339928,0.0
7339929,1.0
7339932,1.0
7339933,0.0
7339938,0.0
7339945,1.0
7339952,0.0
7339961,0.0
7339972,0.0
7339976,1.0
7339977,1.0
7339979,1.0
7339982,0.0
7340007,1.0
7340013,1.0
7340015,1.0
7340022,1.0
7340030,1.0
7340032,1.0
7340036,0.0
7340043,0.0
7340044,1.0
7340048,1.0
7340055,1.0
7340061,1.0
7340064,1.0
7340066,0.0
7340073,0.0
7340077,1.0
7340079,0.0
7340083,1.0
7340087,1.0
7340088,1.0
7340090,1.0
7340095,0.0
7340100,0.0
7340101,1.0
7340103,0.0
7340109,0.0
7340111,0.0
7340140,1.0
7340150,0.0
7340158,1.0
7340159,0.0
7340160,0.0
7340163,1.0
7340164,0.0
7340170,1.0
7340179,0.0
7340180,1.0
7340182,1.0
7340185,1.0
7340189,0.0
7340192,0.0
7340194,1.0
7340198,0.0
7340209,0.0
7340210,0.0
7340211,0.0
7340214,1.0
7340217,1.0
7340218,0.0
7340219,1.0
7340220,0.0
7340227,0.0
7340228,1.0
7340231,1.0
7340241,0.0
7340243,1.0
7340245,1.0
7340247,1.0
7340250,0.0
7340252,1.0
7340254,0.0
7340256,1.0
7340257,1.0
7340262,0.0
7340265,0.0
7340272,1.0
7340288,1.0
7340294,1.0
7340295,1.0
7340298,1.0
7340311,0.0
7340312,0.0
7340313,1.0
7340314,1.0
7340315,0.0
7340317,1.0
7340330,0.0
7340331,1.0
7340335,0.0
7340337,1.0
7340339,0.0
7340342,0.0
7340346,0.0
7340350,1.0
7340354,0.0
7340357,0.0
7340360,0.0
7340361,1.0
7340365,0.0
7340377,0.0
7340378,1.0
7340383,0.0
7340388,1.0
7340393,1.0
7340398,0.0
7340401,1.0
7340407,0.0
7340412,1.0
7340413,0.0
7340419,1.0
7340425,0.0
7340427,0.0
7340432,1.0
7340435,0.0
7340436,0.0
7340440,1.0
7340442,1.0
7340445,0.0
7340447,1.0
7340453,1.0
7340461,1.0
7340466,0.0
7340468,0.0
7340469,1.0
7340472,1.0
7340477,0.0
7340485,1.0
7340490,0.0
7340491,1.0
7340493,1.0
7340501,1.0
7340502,0.0
7340503,1.0
7340507,1.0
7340509,1.0
7340513,1.0
7340514,1.0
7340516,0.0
7340519,1.0
7340528,1.0
7340529,1.0
7340530,0.0
7340532,1.0
7340535,0.0
7340536,1.0
7340539,0.0
7340540,0.0
7340544,0.0
7340545,1.0
7340549,1.0
7340550,1.0
7340557,0.0
7340565,0.0
7340566,0.0
7340570,0.0
7340576,1.0
7340592,0.0
7340593,1.0
7340600,0.0
7340602,1.0
7340604,0.0
7340606,1.0
7340616,0.0
7340618,0.0
7340625,1.0
7340630,1.0
7340634,1.0
7340646,1.0
7340648,1.0
7340654,1.0
7340660,1.0
7340662,0.0
7340664,0.0
7340674,1.0
7340683,0.0
7340685,1.0
7340687,0.0
7340700,0.0
7340701,0.0
7340702,1.0
7340704,1.0
7340705,0.0
7340710,0.0
7340712,0.0
7340713,1.0
7340719,0.0
7340721,1.0
7340725,1.0
7340733,0.0
7340736,0.0
7340738,1.0
7340741,1.0
7340744,0.0
7340752,1.0
7340756,1.0
7340766,1.0
7340767,1.0
7340768,1.0
7340772,1.0
7340773,0.0
7340774,0.0
7340775,1.0
7340776,1.0
7340779,1.0
7340780,1.0
7340783,0.0
7340789,1.0
7340793,0.0
7340794,0.0
7340796,1.0
7340803,1.0
7340807,1.0
7340810,0.0
7340818,0.0
7340834,1.0
7340835,1.0
7340839,0.0
7340852,0.0
7340854,0.0
7340856,0.0
7340877,1.0
7340880,0.0
7340881,1.0
7340886,1.0
7340897,0.0
7340900,0.0
7340901,0.0
7340904,0.0
7340905,0.0
7340907,0.0
7340911,1.0
7340914,0.0
7340916,0.0
7340933,1.0
7340934,0.0
7340940,1.0
7340954,0.0
7340958,0.0
7340959,0.0
7340962,1.0
7340963,1.0
7340969,0.0
7340975,0.0
7340982,1.0
7340990,1.0
7340995,1.0
7340998,0.0
7341000,0.0
7341002,0.0
7341004,0.0
7341006,1.0
7341008,1.0
7341010,0.0
7341013,1.0
7341017,0.0
7341018,1.0
7341021,1.0
7341022,1.0
7341025,1.0
7341027,0.0
7341031,1.0
7341038,1.0
7341040,0.0
7341042,0.0
7341043,1.0
7341047,1.0
7341051,0.0
7341053,0.0
7341059,0.0
7341067,1.0
7341069,1.0
7341070,1.0
7341083,0.0
7341084,1.0
7341091,1.0
7341092,0.0
7341097,0.0
7341100,0.0
7341105,0.0
7341114,1.0
7341115,0.0
7341118,0.0
7341124,1.0
7341134,1.0
7341136,0.0
7341137,1.0
7341140,0.0
7341143,0.0
7341145,0.0
7341146,0.0
7341149,1.0
7341151,1.0
7341153,1.0
7341157,1.0
7341158,1.0
7341173,1.0
7341176,1.0
7341178,0.0
7341182,1.0
7341189,1.0
7341196,1.0
7341199,0.0
7341202,1.0
7341211,1.0
7341215,0.0
7341216,0.0
7341223,0.0
7341224,1.0
7341232,1.0
7341233,0.0
7341238,1.0
7341239,0.0
7341242,1.0
7341249,1.0
7341253,1.0
7341259,0.0
7341261,1.0
7341269,1.0
7341271,1.0
7341275,1.0
7341284,1.0
7341291,1.0
7341296,0.0
7341311,1.0
7341313,1.0
7341316,1.0
7341318,0.0
7341321,1.0
7341322,0.0
7341329,0.0
7341332,0.0
7341336,0.0
7341339,1.0
7341350,0.0
7341361,1.0
7341368,1.0
7341369,1.0
7341373,1.0
7341377,1.0
7341380,1.0
7341381,1.0
7341386,1.0
7341389,1.0
7341394,0.0
7341395,0.0
7341400,1.0
7341404,1.0
7341407,0.0
7341408,0.0
7341409,1.0
7341410,1.0
7341411,1.0
7341412,0.0
7341413,1.0
7341414,1.0
7341415,0.0
7341420,0.0
7341422,1.0
7341433,1.0
7341436,0.0
7341439,0.0
7341441,0.0
7341448,0.0
7341453,0.0
7341454,1.0
7341461,0.0
7341465,0.0
7341474,0.0
7341475,1.0
7341480,0.0
7341482,1.0
7341489,1.0
7341495,0.0
7341496,1.0
7341497,1.0
7341518,0.0
7341523,0.0
7341529,0.0
7341532,1.0
7341536,0.0
7341538,0.0
7341548,1.0
7341553,0.0
7341558,1.0
7341559,0.0
7341561,1.0
7341562,1.0
7341563,0.0
7341577,0.0
7341581,1.0
7341582,1.0
7341595,1.0
7341601,0.0
7341604,0.0
7341606,1.0
7341613,1.0
7341624,0.0
7341630,1.0
7341631,1.0
7341632,1.0
7341633,1.0
7341642,0.0
7341646,1.0
7341648,1.0
7341658,0.0
7341665,1.0
7341670,1.0
7341687,0.0
7341688,1.0
7341689,1.0
7341690,0.0
7341699,1.0
7341709,0.0
7341718,0.0
7341724,1.0
7341726,1.0
7341727,1.0
7341729,0.0
7341742,1.0
7341744,1.0
7341746,0.0
7341747,1.0
7341748,0.0
7341753,0.0
7341757,0.0
7341761,0.0
7341766,0.0
7341773,1.0
7341778,1.0
7341782,1.0
7341785,1.0
7341789,0.0
7341792,0.0
7341794,0.0
7341804,0.0
7341811,0.0
7341825,1.0
7341833,1.0
7341834,0.0
7341836,0.0
7341843,1.0
7341848,0.0
7341850,0.0
7341852,0.0
7341858,1.0
7341870,0.0
7341877,1.0
7341880,1.0
7341882,1.0
7341897,1.0
7341898,0.0
7341902,0.0
7341906,1.0
7341908,0.0
7341911,0.0
7341918,1.0
7341926,1.0
7341931,1.0
7341932,1.0
7341933,1.0
7341937,1.0
7341945,0.0
7341953,0.0
7341955,0.0
7341956,1.0
7341982,0.0
7341989,0.0
7341994,1.0
7342000,1.0
7342002,1.0
7342004,1.0
7342005,0.0
7342006,1.0
7342021,1.0
7342022,1.0
7342037,0.0
7342038,1.0
7342042,0.0
7342044,0.0
7342049,1.0
7342053,1.0
7342060,0.0
7342070,1.0
7342074,0.0
7342075,0.0
7342079,1.0
7342087,0.0
7342091,1.0
7342093,0.0
7342099,1.0
7342100,0.0
7342102,0.0
7342110,0.0
7342112,1.0
7342123,1.0
7342140,1.0
7342141,1.0
7342142,0.0
7342148,0.0
7342150,1.0
7342151,0.0
7342153,0.0
7342159,1.0
7342160,0.0
7342161,1.0
7342166,0.0
7342167,0.0
7342168,1.0
7342170,1.0
7342174,1.0
7342175,0.0
7342181,1.0
7342182,0.0
7342183,1.0
7342200,0.0
7342201,1.0
7342205,1.0
7342206,0.0
7342208,0.0
7342213,0.0
7342217,1.0
7342226,0.0
7342238,1.0
7342239,1.0
7342242,1.0
7342248,1.0
7342253,0.0
7342254,1.0
7342264,0.0
7342272,0.0
7342277,0.0
7342278,1.0
7342284,1.0
7342287,1.0
7342288,1.0
7342291,0.0
7342298,0.0
7342304,1.0
7342307,1.0
7342309,1.0
7342317,1.0
7342322,1.0
7342329,1.0
7342336,1.0
7342349,1.0
7342350,0.0
7342354,0.0
7342359,0.0
7342368,1.0
7342371,1.0
7342375,0.0
7342381,0.0
7342383,1.0
7342389,1.0
7342394,0.0
7342402,0.0
7342404,1.0
7342416,0.0
7342419,0.0
7342423,1.0
7342425,0.0
7342440,0.0
7342442,1.0
7342443,1.0
7342444,0.0
7342447,1.0
7342453,1.0
7342454,1.0
7342455,1.0
7342461,1.0
7342462,0.0
7342469,1.0
7342475,1.0
7342487,0.0
7342489,0.0
7342490,0.0
7342500,0.0
7342502,1.0
7342503,0.0
7342504,1.0
7342506,0.0
7342508,0.0
7342511,0.0
7342513,0.0
7342515,0.0
7342526,0.0
7342530,0.0
7342535,0.0
7342543,0.0
7342554,0.0
7342557,0.0
7342558,0.0
7342560,0.0
7342561,1.0
7342565,0.0
7342567,0.0
7342579,1.0
7342587,0.0
7342588,0.0
7342590,1.0
7342593,1.0
7342594,1.0
7342596,0.0
7342598,0.0
7342599,0.0
7342612,0.0
7342614,1.0
7342622,0.0
7342624,1.0
7342626,1.0
7342633,1.0
7342634,0.0
7342635,0.0
7342639,0.0
7342643,1.0
7342659,1.0
7342660,0.0
7342663,0.0
7342671,0.0
7342675,0.0
7342680,0.0
7342685,1.0
7342692,1.0
7342696,1.0
7342708,0.0
7342710,1.0
7342713,1.0
7342717,1.0
7342736,1.0
7342737,0.0
7342741,1.0
7342744,1.0
7342753,1.0
7342763,1.0
7342765,1.0
7342766,0.0
7342771,1.0
7342774,1.0
7342786,1.0
7342793,0.0
7342794,1.0
7342796,0.0
7342798,1.0
7342801,0.0
7342802,0.0
7342811,1.0
7342813,0.0
7342824,0.0
7342830,1.0
7342834,0.0
7342836,1.0
7342838,0.0
7342845,0.0
7342850,0.0
7342851,0.0
7342852,1.0
7342857,1.0
7342861,1.0
7342864,1.0
7342876,1.0
7342877,0.0
7342878,1.0
7342886,0.0
7342888,1.0
7342893,1.0
7342894,0.0
7342896,0.0
7342899,0.0
7342909,0.0
7342915,1.0
7342920,1.0
7342922,1.0
7342925,1.0
7342929,0.0
7342930,0.0
7342936,0.0
7342938,0.0
7342942,0.0
7342944,1.0
7342946,1.0
7342947,1.0
7342953,0.0
7342959,1.0
7342962,1.0
7342969,0.0
7342979,0.0
7342980,0.0
7342986,0.0
7342988,0.0
7342990,1.0
7342996,1.0
7342998,0.0
7343018,0.0
7343024,1.0
7343032,0.0
7343037,1.0
7343039,1.0
7343046,1.0
7343047,1.0
7343049,1.0
7343053,0.0
7343059,0.0
7343064,1.0
7343066,0.0
7343076,1.0
7343078,1.0
7343083,0.0
7343084,1.0
7343092,1.0
7343106,1.0
7343113,0.0
7343114,0.0
7343117,0.0
7343119,1.0
7343128,1.0
7343129,0.0
7343130,0.0
7343131,1.0
7343143,0.0
7343144,0.0
7343152,0.0
7343156,0.0
7343158,0.0
7343164,0.0
7343165,0.0
7343182,1.0
7343188,0.0
7343200,1.0
7343210,0.0
7343215,0.0
7343218,0.0
7343223,0.0
7343229,1.0
7343230,1.0
7343244,0.0
7343246,0.0
7343249,1.0
7343257,0.0
7343272,0.0
7343275,1.0
7343277,0.0
7343283,1.0
7343286,1.0
7343287,1.0
7343288,0.0
7343292,1.0
7343309,1.0
7343312,0.0
7343313,1.0
7343317,1.0
7343321,0.0
7343324,1.0
7343334,1.0
7343335,0.0
7343345,1.0
7343348,0.0
7343351,1.0
7343356,0.0
7343363,1.0
7343364,1.0
7343370,0.0
7343374,1.0
7343376,0.0
7343379,0.0
7343383,1.0
7343387,0.0
7343391,0.0
7343412,0.0
7343413,1.0
7343418,1.0
7343420,1.0
7343437,0.0
7343441,1.0
7343448,1.0
7343450,0.0
7343452,1.0
7343453,1.0
7343468,1.0
7343473,0.0
7343475,0.0
7343478,1.0
7343482,0.0
7343489,0.0
7343491,0.0
7343492,1.0
7343493,1.0
7343495,1.0
7343502,1.0
7343505,0.0
7343512,1.0
7343516,1.0
7343521,0.0
7343526,0.0
7343532,0.0
7343538,0.0
7343552,0.0
7343554,0.0
7343563,1.0
7343564,0.0
7343570,1.0
7343573,1.0
7343575,0.0
7343578,0.0
7343579,0.0
7343587,1.0
7343588,0.0
7343593,1.0
7343595,0.0
7343599,0.0
7343601,0.0
7343606,1.0
7343607,1.0
7343613,1.0
7343621,1.0
7343622,0.0
7343626,0.0
7343627,1.0
7343630,1.0
7343643,0.0
7343653,1.0
7343666,0.0
7343667,0.0
7343675,1.0
7343677,0.0
7343680,1.0
7343682,0.0
7343685,1.0
7343689,0.0
7343691,0.0
7343698,1.0
7343700,0.0
7343701,1.0
7343703,0.0
7343704,1.0
7343707,0.0
7343710,1.0
7343713,0.0
7343719,1.0
7343726,1.0
7343732,1.0
7343734,0.0
7343736,1.0
7343739,1.0
7343740,1.0
7343741,1.0
7343744,0.0
7343745,0.0
7343747,0.0
7343750,0.0
7343761,0.0
7343771,0.0
7343774,0.0
7343775,0.0
7343780,1.0
7343781,0.0
7343783,1.0
7343792,1.0
7343793,1.0
7343795,0.0
7343802,0.0
7343804,1.0
7343808,1.0
7343810,0.0
7343812,1.0
7343814,1.0
7343815,1.0
7343823,0.0
7343830,1.0
7343839,0.0
7343841,0.0
7343858,1.0
7343866,0.0
7343873,0.0
7343874,1.0
7343875,1.0
7343891,1.0
7343896,0.0
7343899,1.0
7343905,1.0
7343907,0.0
7343928,1.0
7343948,1.0
7343949,1.0
7343951,1.0
7343952,1.0
7343953,1.0
7343955,1.0
7343958,0.0
7343959,1.0
7343960,1.0
7343961,0.0
7343968,0.0
7343972,1.0
7343976,1.0
7343984,1.0
7343987,1.0
7343999,0.0
7344001,0.0
7344012,0.0
7344021,0.0
7344023,1.0
7344025,1.0
7344028,1.0
7344029,1.0
7344037,0.0
7344041,0.0
7344049,0.0
7344050,1.0
7344056,0.0
7344060,0.0
7344062,0.0
7344064,1.0
7344065,0.0
7344070,0.0
7344072,0.0
7344075,1.0
7344085,0.0
7344103,0.0
7344110,0.0
7344112,0.0
7344123,1.0
7344125,1.0
7344134,1.0
7344144,0.0
7344162,1.0
7344163,0.0
7344168,0.0
7344173,1.0
7344189,0.0
7344191,0.0
7344194,1.0
7344195,0.0
7344198,1.0
7344204,0.0
7344205,0.0
7344206,0.0
7344214,0.0
7344229,1.0
7344233,0.0
7344243,0.0
7344249,0.0
7344250,1.0
7344256,0.0
7344258,0.0
7344265,0.0
7344268,0.0
7344288,0.0
7344289,1.0
7344291,1.0
7344302,1.0
7344313,1.0
7344314,0.0
7344317,0.0
7344322,0.0
7344323,1.0
7344329,0.0
7344334,1.0
7344336,0.0
7344339,1.0
7344343,0.0
7344362,0.0
7344365,0.0
7344366,0.0
7344375,1.0
7344379,1.0
7344382,1.0
7344384,1.0
7344397,1.0
7344398,1.0
7344405,1.0
7344406,1.0
7344407,1.0
7344416,1.0
7344422,1.0
7344425,0.0
7344427,0.0
7344431,1.0
7344433,0.0
7344436,1.0
7344437,1.0
7344442,1.0
7344448,0.0
7344454,0.0
7344461,0.0
7344463,0.0
7344467,0.0
7344469,1.0
7344470,1.0
7344478,1.0
7344479,1.0
7344484,0.0
7344485,1.0
7344489,0.0
7344499,0.0
7344500,1.0
7344502,1.0
7344503,1.0
7344504,1.0
7344517,1.0
7344530,0.0
7344535,0.0
7344541,0.0
7344547,1.0
7344550,1.0
7344554,1.0
7344560,0.0
7344575,0.0
7344581,1.0
7344584,1.0
7344592,0.0
7344593,1.0
7344596,1.0
7344597,0.0
7344600,0.0
7344605,0.0
7344610,0.0
7344618,1.0
7344620,0.0
7344621,1.0
7344624,1.0
7344630,0.0
7344634,1.0
7344636,1.0
7344642,0.0
7344645,0.0
7344648,0.0
7344650,0.0
7344651,1.0
7344667,0.0
7344675,0.0
7344676,1.0
7344684,1.0
7344685,0.0
7344700,1.0
7344711,1.0
7344723,1.0
7344724,1.0
7344725,1.0
7344730,0.0
7344731,1.0
7344733,1.0
7344735,0.0
7344737,1.0
7344742,1.0
7344745,1.0
7344751,1.0
7344753,1.0
7344759,0.0
7344766,1.0
7344769,0.0
7344771,0.0
7344787,0.0
7344790,1.0
7344793,0.0
7344794,0.0
7344805,0.0
7344807,1.0
7344809,1.0
7344816,1.0
7344818,0.0
7344821,1.0
7344829,1.0
7344842,1.0
7344845,1.0
7344851,0.0
7344853,1.0
7344860,0.0
7344867,1.0
7344874,0.0
7344878,1.0
7344882,0.0
7344889,1.0
7344892,1.0
7344894,1.0
7344902,1.0
7344905,1.0
7344907,1.0
7344909,0.0
7344912,0.0
7344916,1.0
7344918,1.0
7344927,1.0
7344941,1.0
7344944,0.0
7344947,1.0
7344948,1.0
7344949,0.0
7344953,1.0
7344966,0.0
7344977,1.0
7344978,0.0
7344983,1.0
7344990,0.0
7344991,1.0
7344993,0.0
7344996,1.0
7345000,1.0
7345001,1.0
7345004,1.0
7345006,0.0
7345008,1.0
7345028,1.0
7345031,0.0
7345033,0.0
7345036,1.0
7345040,1.0
7345044,1.0
7345052,1.0
7345067,1.0
7345070,1.0
7345071,1.0
7345073,0.0
7345081,0.0
7345085,1.0
7345088,0.0
7345089,1.0
7345092,0.0
7345094,1.0
7345098,0.0
7345099,1.0
7345100,1.0
7345103,0.0
7345104,0.0
7345106,1.0
7345109,1.0
7345117,0.0
7345121,1.0
7345129,0.0
7345130,0.0
7345132,0.0
7345135,1.0
7345138,0.0
7345144,1.0
7345145,1.0
7345150,1.0
7345151,0.0
7345153,0.0
7345154,0.0
7345157,0.0
7345158,1.0
7345159,1.0
7345161,0.0
7345164,0.0
7345172,0.0
7345176,1.0
7345200,1.0
7345206,0.0
7345209,0.0
7345212,1.0
7345217,0.0
7345219,0.0
7345225,0.0
7345226,0.0
7345235,0.0
7345238,0.0
7345239,1.0
7345246,0.0
7345261,1.0
7345262,0.0
7345264,0.0
7345274,0.0
7345281,1.0
7345283,0.0
7345291,1.0
7345303,0.0
7345311,0.0
7345313,1.0
7345314,0.0
7345331,0.0
7345341,1.0
7345346,0.0
7345347,0.0
7345358,0.0
7345359,0.0
7345362,1.0
7345369,0.0
7345371,1.0
7345384,0.0
7345385,1.0
7345389,0.0
7345392,0.0
7345396,0.0
7345402,1.0
7345405,0.0
7345409,1.0
7345414,1.0
7345415,0.0
7345418,0.0
7345420,1.0
7345421,0.0
7345422,1.0
7345423,0.0
7345440,0.0
7345444,0.0
7345448,0.0
7345449,0.0
7345457,1.0
7345461,0.0
7345462,1.0
7345464,0.0
7345477,0.0
7345479,1.0
7345480,1.0
7345481,0.0
7345483,0.0
7345485,0.0
7345489,1.0
7345490,0.0
7345491,0.0
7345492,1.0
7345493,0.0
7345499,1.0
7345510,1.0
7345522,0.0
7345527,1.0
7345528,1.0
7345534,1.0
7345551,0.0
7345558,1.0
7345567,0.0
7345578,1.0
7345587,0.0
7345595,1.0
7345597,0.0
7345600,1.0
7345606,1.0
7345607,0.0
7345609,1.0
7345613,1.0
7345616,1.0
7345618,1.0
7345633,1.0
7345639,1.0
7345642,0.0
7345644,0.0
7345651,1.0
7345655,0.0
7345659,0.0
7345664,1.0
7345675,1.0
7345676,1.0
7345686,0.0
7345687,0.0
7345691,0.0
7345692,1.0
7345699,1.0
7345701,1.0
7345706,1.0
7345709,0.0
7345711,1.0
7345716,1.0
7345717,0.0
7345728,1.0
7345731,1.0
7345732,0.0
7345733,0.0
7345736,0.0
7345738,0.0
7345740,1.0
7345744,1.0
7345746,1.0
7345761,1.0
7345769,0.0
7345771,1.0
7345775,0.0
7345777,1.0
7345781,1.0
7345783,1.0
7345785,0.0
7345786,0.0
7345787,1.0
7345795,1.0
7345803,0.0
7345811,0.0
7345815,1.0
7345820,1.0
7345825,1.0
7345830,0.0
7345839,0.0
7345842,0.0
7345844,1.0
7345848,0.0
7345851,1.0
7345855,0.0
7345856,0.0
7345865,1.0
7345876,0.0
7345877,1.0
7345884,1.0
7345895,0.0
7345906,1.0
7345911,0.0
7345913,1.0
7345915,0.0
7345917,0.0
7345918,0.0
7345929,1.0
7345934,1.0
7345935,1.0
7345943,0.0
7345950,0.0
7345953,1.0
7345956,1.0
7345957,0.0
7345963,1.0
7345964,0.0
7345966,1.0
7345968,1.0
7345969,0.0
7345983,1.0
7346002,1.0
7346004,0.0
7346009,0.0
7346010,0.0
7346031,0.0
7346035,1.0
7346036,0.0
7346047,0.0
7346049,1.0
7346051,1.0
7346063,0.0
7346067,0.0
7346069,0.0
7346070,0.0
7346072,1.0
7346073,1.0
7346075,1.0
7346089,1.0
7346091,1.0
7346093,0.0
7346096,1.0
7346102,1.0
7346104,0.0
7346105,1.0
7346116,1.0
7346132,0.0
7346139,0.0
7346140,1.0
7346158,1.0
7346161,1.0
7346171,0.0
7346185,1.0
7346189,1.0
7346191,1.0
7346197,1.0
7346199,1.0
7346200,0.0
7346211,0.0
7346217,0.0
7346228,1.0
7346229,0.0
7346230,1.0
7346233,1.0
7346249,0.0
7346257,1.0
7346263,1.0
7346264,1.0
7346265,0.0
7346266,1.0
7346267,0.0
7346270,1.0
7346271,0.0
7346275,0.0
7346278,0.0
7346289,0.0
7346294,0.0
7346295,1.0
7346298,0.0
7346300,1.0
7346305,1.0
7346309,1.0
7346312,0.0
7346318,1.0
7346325,1.0
7346328,0.0
7346329,0.0
7346332,0.0
7346338,1.0
7346344,1.0
7346348,1.0
7346368,0.0
7346372,1.0
7346379,0.0
7346384,0.0
7346390,1.0
7346400,1.0
7346402,1.0
7346403,1.0
7346405,0.0
7346416,1.0
7346420,0.0
7346429,1.0
7346432,0.0
7346434,0.0
7346439,1.0
7346446,0.0
7346452,0.0
7346456,0.0
7346458,1.0
7346463,1.0
7346471,1.0
7346474,1.0
7346489,1.0
7346490,0.0
7346495,0.0
7346497,1.0
7346504,0.0
7346513,0.0
7346521,0.0
7346525,0.0
7346527,0.0
7346541,1.0
7346542,0.0
7346544,0.0
7346551,1.0
7346553,0.0
7346554,0.0
7346556,1.0
7346558,1.0
7346578,0.0
7346579,0.0
7346580,1.0
